N_PMUT,Frequency_MHz,Amplitude_R_mean,Amplitude_R_std,Phase_deg_mean,Phase_deg_std
1,0.225233775,0.700451,3.117691453623091e-05,0.005884556666666666,1.125315215099015e-05
1,0.225960671,0.7004506666666667,3.426854728949441e-05,0.00582297,1.172854637199339e-05
1,0.22668991200000002,0.7004456666666666,3.074627348694477e-05,0.005760853333333334,1.049553397085334e-05
1,0.22742150700000002,0.7004453333333333,2.084066537643833e-05,0.005699533333333333,1.162520680819683e-05
1,0.228155464,0.7004513333333334,2.857154761874285e-05,0.005639636666666666,1.248128332077049e-05
1,0.228891788,0.7004523333333333,2.433789911505076e-05,0.005576460000000001,1.252808445054549e-05
1,0.22963049,0.7004583333333333,3.050136608964213e-05,0.005515953333333333,1.23778363752856e-05
1,0.23037157500000002,0.7004573333333334,2.715388247255633e-05,0.005454696666666666,1.104224765767082e-05
1,0.231115052,0.7004533333333333,3.134219732777888e-05,0.005393766666666667,1.28291010337179e-05
1,0.23186092800000002,0.7004646666666666,4.027819923145955e-05,0.005331356666666666,1.334118560448504e-05
1,0.232609212,0.70046,4.203569911398369e-05,0.005270803333333333,1.230132648673849e-05
1,0.23335991,0.7004613333333333,5.650073745830138e-05,0.00520698,1.272459036668773e-05
1,0.234113031,0.7004606666666667,5.586889414810546e-05,0.005146403333333333,1.131090771482705e-05
1,0.23486858300000002,0.7004663333333333,6.008604940693332e-05,0.005085646666666666,1.23938062488215e-05
